Id,Predicted
581421,93.09693
582372,75.19507
585937,184.15631
588677,210.41336
591135,188.74902
592853,120.810005
593320,54.994915
594732,811.52026
595321,73.028946
597624,166.28848
606269,219.58336
607735,372.34598
607781,167.63045
609213,148.06726
611009,225.43668
616585,216.24672
618916,170.19615
619122,91.19029
635662,83.80066
637228,60.086258
651475,129.56195
651648,335.75632
655472,154.18404
658008,157.93144
658366,262.6069
658932,49.011566
660036,110.15045
668400,67.73745
669831,80.1325
670767,57.8392
671496,84.11099
674692,59.842537
679769,78.21332
680998,170.83025
681518,96.78849
682122,120.39146
683681,284.5915
684808,256.15656
684991,243.06744
690349,157.36235
692137,219.80112
695002,243.6086
697923,119.12557
698514,258.5626
698882,83.357124
700530,284.31754
700916,157.47183
702440,198.92996
702551,402.94153
704838,138.95308
712136,12.056683
712260,100.37157
714028,138.95308
718761,97.73188
721762,244.9552
727835,91.72639
731316,212.54347
735677,193.1622
747419,155.60144
749455,127.72978
753991,137.8874
754353,46.384285
755703,57.804974
760303,199.51207
763600,65.941605
764052,173.13719
765203,74.165504
765315,87.74938
769279,110.15114
769448,205.14697
772362,227.45203
772679,236.06981
773041,43.113895
775280,140.15776
778381,137.64372
782554,264.63675
786685,163.52023
794245,61.663162
795198,111.47821
795641,61.766666
796232,125.75726
796523,152.28838
798128,177.11142
799829,118.925354
799924,136.09554
802677,202.581
808705,172.43782
808774,196.62675
810346,64.09923
810681,168.15944
811450,113.01596
813793,209.71999
814327,99.241776
817113,72.94961
818337,62.279633
819206,74.70618
823631,69.67023
824421,86.65169
825486,174.17804
825545,344.6191
826307,54.351486
826603,69.09821
829935,116.129974
834968,219.72105
836720,171.46423
841075,125.75726
846799,59.393627
848087,162.98404
848170,135.5242
849409,170.87425
850712,310.1396
851130,1.5643846
853900,161.3443
854253,155.95483
855206,107.634224
856440,198.93468
864790,144.53581
865355,65.462814
867721,55.62619
872035,109.496765
875111,160.47826
887129,182.17572
888583,197.38469
894063,87.74938
898861,137.37051
900383,60.970722
904060,218.55069
906058,97.141594
918239,62.74185
919491,79.27858
919830,128.20735
921624,182.64915
924658,37.26185
929032,92.66731
931642,124.53205
940116,57.449867
941179,239.31909
944049,235.73033
951365,140.51723
953951,264.5312
958444,106.53547
959871,81.16163
960210,87.36401
964379,154.53386
972426,81.24573
973653,211.08098
975990,408.29694
981494,238.46175
983625,165.55406
984721,153.72215
990130,179.89386
1001147,52.30723
1001447,116.68245
1002469,245.04297
1009973,259.11526
1018529,181.51654
1021491,162.65869
1021957,78.79242
1023181,93.911026
1029482,119.20975
1029808,143.2911
1030254,50.872147
1032610,174.6894
1032611,129.72809
1037016,93.2209
1046443,72.930534
1054201,158.98546
1056256,498.52097
1059891,286.8808
1066769,94.94394
1077179,253.36618
1080543,169.81107
1089240,142.47128
1089542,55.942417
1091582,80.27243
1102858,143.86406
1102942,256.67175
1107976,58.63764
1112070,88.13779
1114409,180.62148
1130138,127.7415
1131804,176.99278
1133296,279.6796
1138455,204.16096
1145288,68.298775
1148978,62.540646
1150398,114.25445
1150594,243.6086
1151582,100.121506
1155475,216.63481
1155885,131.7877
1166947,115.33299
1170268,119.84458
1171566,141.23328
1171716,136.42003
1177971,103.79401
1180537,230.82184
1180618,194.62854
1183667,199.67978
1186569,44.39354
1189378,645.2071
1195198,147.57635
1196791,64.520836
1213991,115.314735
1217046,179.02184
1217670,174.33229
1227528,215.46591
1251681,125.84643
1252826,220.00507
1255828,122.91301
1263964,69.35113
1267186,137.23552
1267945,46.874207
1281023,95.42815
1281054,337.84436
1291020,83.50908
1292428,130.42328
1294973,111.935036
1297663,231.09335
1300097,121.606636
1303850,189.7587
1304181,162.08185
1305265,165.71045
1307095,121.851585
1308308,244.82906
1309148,81.5606
1313711,145.22925
1320550,239.31197
1325432,68.89413
1330056,95.94774
1331960,176.45338
1334633,246.5954
1338362,178.63293
1342507,170.03159
1347478,84.714
1359438,194.51013
1363957,162.36917
1374457,140.72488
1391683,62.21507
1392673,117.882324
1399187,228.3942
1399448,233.05028
1402084,199.63742
1404510,67.07831
1404828,59.106094
1411811,272.7652
1423175,157.71774
1433897,153.09906
1436810,226.90509
1440363,135.24118
1444400,115.84347
1449546,168.68669
1455804,165.35674
1465446,173.06062
1466534,70.674706
1467392,62.07559
1469895,247.71092
1472002,251.7726
1474980,109.92599
1478315,173.74498
1480002,298.37463
1489426,196.08545
1497024,158.24783
1499635,205.96033
1507845,189.28508
1512006,212.82849
1515026,174.66682
1515659,151.05333
1519957,61.769268
1519994,64.85703
1523556,70.30755
1524017,279.99673
1524895,114.19476
1526741,72.118
1534782,89.65072
1546518,167.61032
1549413,189.49792
1552242,156.80774
1560408,231.18053
1566326,180.987
1570204,576.9746
1591811,187.40572
1596314,144.4266
1598863,202.18056
1615764,2086.956
1623431,293.12585
1630572,187.5872
1635672,229.10863
1652236,67.825325
1654738,592.0742
1656254,121.4725
1656539,146.60092
1657110,229.10863
1672860,184.9833
1673338,71.86594
1677887,68.25044
1682258,349.77087
1684053,88.17364
1687108,80.64865
1692823,50.420353
1698334,79.75554
1699934,37.288372
1701981,227.72769
1702581,120.9774
1704210,133.36293
1713409,137.91371
1716441,94.31083
1716640,164.51497
1717149,267.89673
1729286,81.191216
1735804,132.38484
1738513,200.1955
1739847,56.173218
1742471,122.901405
1742654,248.44977
1744216,87.87866
1746726,270.01627
1748189,190.94554
1755484,247.8048
1763333,141.70882
1793411,212.59874
1803279,91.682396
1809547,92.641045
1811446,150.85075
1813829,71.230804
1815505,59.908054
1820931,120.52394
1825949,57.370865
1828063,201.23906
1830244,53.140053
1839231,357.80154
1841356,118.17078
1850695,165.48244
1851926,144.82323
1856261,131.21463
1859901,335.66235
1861493,285.172
1865336,96.67566
1876969,187.4837
1878965,122.08857
1881556,134.83325
1881586,208.8492
1888006,60.130936
1891017,275.24557
1893225,232.62343
1900780,279.90656
1905865,186.69804
1911641,265.481
1918693,67.46814
1920085,87.88625
1925519,104.04004
1928961,80.59199
1929186,189.11507
1931341,185.27426
1932110,133.3044
1935302,212.50783
1936633,109.50214
1939106,203.72102
1941495,120.65554
1944891,203.9354
1945115,86.34698
1947400,221.27856
1948745,292.9429
1950311,154.22676
1954495,211.64648
1956726,204.95125
1965103,251.43144
1965766,194.27287
1978445,70.60615
1979076,116.78343
1979579,389.05334
1980179,257.32333
1983531,215.8739
1989972,80.09117
1992751,166.29604
1994548,205.96916
2003807,389.05334
2010971,164.94518
2011692,83.93174
2015168,162.63802
2019755,225.53595
2022728,81.915306
2025779,369.32318
2026434,227.32536
2030736,69.2605
2033224,146.93896
2043049,50.83315
2043060,276.04092
2043329,221.81981
2046225,153.20502
2046273,140.00359
2053940,195.28743
2054899,410.65042
2056307,96.983734
2057595,157.01361
2060720,221.77614
2061811,246.1779
2065101,143.61003
2070290,376.58075
2071839,71.522804
2071873,227.31093
2079765,150.3389
2082670,76.23361
2084817,102.71366
2085632,210.45572
2088725,203.99704
2089273,215.03096
2098338,48.56308
2101349,175.31033
2102542,191.10783
2102571,209.35638
2108424,62.81688
2116940,203.12903
2118102,241.36697
2119216,126.02007
2122613,407.90103
2124536,196.4803
2128761,180.79207
2135116,130.01003
2137796,141.67589
2141667,63.533367
2142092,153.91559
2144033,112.17786
2145599,135.51106
2164631,350.11185
2170618,84.510025
2182899,224.29921
2183423,163.33885
2186452,536.18414
2186699,241.85675
2191612,230.24512
2193945,77.47978
2197401,58.184032
2203154,234.3964
2206311,581.2461
2214256,155.7434
2214978,348.42926
2217609,81.37343
2227377,848.74615
2230762,103.447914
2231296,156.36989
2237851,228.70895
2240196,810.3166
2240661,203.20537
2243180,267.81192
2243699,525.33734
2243769,613.9395
2249878,707.9522
2254817,219.1493
2259719,790.4585
2259813,810.3166
2260595,261.52942
2265827,82.00649
2266468,117.41764
2268632,266.18057
2271504,697.85016
2272080,709.20044
2272739,388.45203
2272872,226.04199
2274268,341.63058
2281142,746.9556
2282085,509.01483
2291507,157.80443
2296024,150.19331
2299633,309.04105
2305025,63.878857
2305890,136.47221
2310542,63.105824
2314398,184.0522
2323502,62.25242
2325144,72.263
2332880,157.16818
2349715,138.35764
2350883,102.51147
2367089,173.31311
2371632,137.21407
2392301,81.483955
2392814,123.31761
2410200,72.317184
2410819,107.95655
2422991,250.1352
2424199,151.74864
2425222,441.8184
2425980,71.95882
2431784,270.23972
2440173,210.99864
2445856,97.42975
2447460,193.87946
2447634,204.33968
2454504,171.92049
2454507,247.84734
2459587,210.90866
2465333,174.09099
2465699,103.82291
2478415,224.12346
2478825,272.90085
2493039,122.530754
2493176,182.81818
2500087,203.64288
2507612,150.57965
2508374,126.44014
2513351,152.76637
2514760,255.79626
2515876,82.55762
2519770,172.54549
2523629,154.34203
2525956,271.65195
2545184,58.267807
2554110,207.25984
2559129,115.70283
2563764,55.693756
2565087,75.927666
2578731,138.1132
2586923,64.88292
2590590,159.25499
2600199,193.35977
2607583,137.78032
2619549,1528.8451
2620068,143.08304
2627737,165.3352
2631224,70.8956
2633717,61.457542
2640467,71.19107
2640764,95.66321
2656394,202.65002
2658325,118.64679
2659183,256.70752
2659448,156.53944
2661098,75.01957
2668311,161.74219
2669352,172.67862
2679171,81.23362
2683387,192.0081
2683455,141.07674
2684223,110.903206
2687606,207.25984
2690370,198.03885
2698645,93.26157
2702489,139.06163
2707824,110.0908
2708371,126.203476
2710442,168.66606
2711082,202.70139
2713887,182.81818
2721610,207.1166
2739884,214.9139
2744106,84.965546
2756159,138.14917
2769718,163.40385
2772111,44.65959
2774381,149.41481
2776119,147.31128
2778250,82.711266
2781747,188.437
2782449,229.93625
2793004,177.69699
2793630,99.11793
2801300,73.302505
2816152,78.914314
2821782,165.69218
2831424,179.64967
2845257,119.08257
2851945,229.93625
2854050,72.64808
2858010,100.25391
2865117,180.43307
2867463,151.00171
2880806,197.2994
2889377,70.71108
2895820,120.60454
2899082,237.8366
2931859,306.66223
2933772,168.6804
2936192,124.12113
2952861,1095.0914
2959036,123.56642
2969803,130.39696
2978421,194.21548
2979714,100.25391
2984662,178.29411
2995000,158.69133
2995459,119.08257
3005261,95.538956
3012871,213.33879
3017320,66.062485
3018422,99.558395
3019237,165.86687
3032355,116.92291
3038797,117.08218
3041973,168.58495
3043467,94.04182
3050544,163.69923
3066892,124.38526
3067062,73.405945
3070876,103.81126
3072242,131.87036
3081771,131.2459
3084473,164.14175
3090474,121.028
3095119,173.91412
3095348,233.57637
3098703,89.00182
3100156,183.13199
3101058,121.72035
3101140,79.46366
3105531,216.9398
3112284,65.42405
3112953,127.46962
3114929,74.257965
3116519,149.72887
3132960,163.69923
3133055,50.785137
3143311,93.29025
3145484,290.35776
3153140,153.84335
3153603,131.89262
3157420,116.453865
3172212,57.394646
3173148,81.959465
3176526,68.4141
3176655,154.34203
3177630,176.78703
3198824,192.56851
3200728,54.57466
3202590,171.26515
3205292,188.56596
3207986,87.54127
3208188,178.16808
3208609,96.59932
3208747,262.8484
3209980,121.64246
3217221,45.379993
3219835,203.59123
3237160,201.9001
3240838,138.06749
3249076,174.38637
3278631,90.79275
3278691,52.101604
3282550,174.09099
3283409,139.84879
3293500,122.09528
3302932,152.79285
3318859,101.464584
3322922,121.65776
3324203,139.24904
3324498,77.014366
3334850,203.09328
3339205,216.3102
3344815,67.90575
3352608,276.62436
3354459,161.66374
3359315,65.0633
3359510,121.47903
3369826,332.27457
3372399,133.09146
3375998,163.61922
3383662,133.8826
3386746,128.64256
3386923,75.27484
3387493,273.88467
3394044,76.571266
3394314,158.12914
3394964,73.64909
3395398,113.51363
3395697,212.32301
3400645,174.09099
3401271,162.53189
3410516,193.16681
3411006,217.95862
3411815,99.398766
3411912,149.35463
3412633,197.30858
3412893,144.98297
3423516,210.90866
3424458,163.40385
3429765,53.85605
3434303,181.73242
3437101,115.76242
3440135,234.05089
3441130,81.89618
3442140,81.19756
3448037,212.25473
3462975,216.3102
3464971,158.96162
3479614,197.40376
3482919,272.08563
3489242,56.236427
3490317,135.41675
3492910,198.73221
3499016,129.41324
3499251,206.65392
3504289,115.92561
3512428,74.06171
3517646,125.44658
3522539,291.4955
3529888,151.62946
3533180,155.29155
3539618,203.09328
3542523,247.27505
3549074,61.671665
3567258,206.96663
3574304,88.09973
3576160,175.71332
3582816,166.61813
3583605,148.57031
3585974,198.25008
3593491,54.47694
3594408,145.81454
3595554,144.46896
3602534,68.55838
3604145,167.93285
3605896,70.951485
3614680,147.89932
3624205,84.03465
3624387,186.52557
3624653,84.71499
3625870,65.4699
3627589,76.24431
3630304,64.439316
3654511,200.47609
3660983,82.45472
3662949,210.99864
3677769,75.47326
3683241,144.15848
3687172,212.66092
3696043,143.36215
3701708,82.71264
3702400,61.671665
3704067,214.53181
3710230,147.27576
3711039,72.36223
3715638,91.28303
3727861,104.44898
3735483,58.390747
3743048,66.68753
3747392,86.137695
3758686,151.20592
3760029,140.95114
3765095,77.75711
3765357,263.94705
3772256,172.6105
3775259,148.96788
3783016,227.07185
3791325,228.1433
3791554,64.3177
3799598,237.1627
3817216,143.1946
3818279,191.89609
3819407,241.48726
3819946,75.803825
3829609,151.62946
3831962,165.9881
3833538,151.62946
3835633,65.19831
3835681,70.47303
3836180,216.3102
3838388,161.27626
3847733,60.51605
3851719,206.31834
3864528,153.22743
3866843,175.22293
3866888,188.74663
3867705,204.43488
3869398,171.51189
3884105,130.91245
3884893,75.39272
3885177,78.34142
3887381,264.2732
3888752,252.37595
3895289,97.064095
3896701,171.51955
3902156,222.83675
3903173,250.67198
3924325,100.19319
3924397,173.70226
3925426,199.39598
3929669,170.26651
3939041,138.95097
3939086,67.10377
3943279,201.64902
3943879,182.35303
3945796,113.90553
3946018,213.04782
3946471,207.72871
3952093,200.37048
3952731,137.26125
3953942,170.97234
3958460,146.78923
3959369,962.08704
3962389,140.01877
3968610,222.34286
3975630,148.08533
3979613,353.0563
3993553,169.98775
4007770,198.04825
4016121,233.21347
4016173,180.43307
4016791,61.12512
4017226,90.751434
4024936,196.27292
4026150,138.73851
4028670,254.24812
4031463,52.50747
4033422,282.17538
4037522,75.60386
4040900,106.31914
4047932,116.217255
4053249,162.992
4060993,127.00029
4069228,130.35196
4069341,150.05293
4071007,164.04688
4081926,157.71217
4089189,213.36687
4089492,95.676155
4092826,140.6279
4102483,142.52261
4109420,148.13182
4115327,185.40918
4116403,86.48102
4117817,78.96244
4118907,138.20888
4128603,201.44373
4130266,67.751625
4135674,174.38637
4144519,82.18043
4155012,206.80833
4156015,181.78366
4157451,93.65235
4161127,170.57182
4163710,66.57387
4163742,182.31183
4174286,66.44402
4178851,221.21039
4180643,235.12212
4188351,125.52666
4192400,43.108402
4194010,116.84898
4197760,192.75125
4199782,178.19553
4204083,150.2271
4209595,312.43777
4216183,169.46103
4216813,234.33694
4218129,65.3402
4226098,130.06741
4226269,160.7406
4232356,208.76257
4235961,227.3831
4240861,64.92508
4241486,252.15306
4244476,99.2358
4248788,207.59541
4256091,303.67975
4263488,269.35904
4280053,123.625145
4280118,70.38083
4281241,283.43304
4282998,262.38278
4287589,181.38873
4288361,242.19594
4293935,74.05014
4294640,100.613716
4296126,279.89975
4296710,55.56495
4297952,262.16592
4302293,85.404076
4303825,189.70125
4308633,103.2647
4310501,103.72518
4329728,125.43031
4333204,170.36623
4339188,171.58849
4342924,120.01525
4356396,172.2907
4357134,167.00598
4359219,151.84843
4359718,140.7239
4365491,103.00002
4369737,193.06725
4387007,102.34798
4390865,103.5835
4392351,141.02844
4397455,126.8617
4401013,138.73537
4403972,210.90866
4404818,148.57031
4405156,177.13858
4410626,186.8344
4428854,94.79682
4428906,160.4345
4430645,184.07655
4430819,201.9001
4435766,297.00302
4438459,218.82114
4440181,72.39133
4440611,130.87035
4444204,250.2385
4457556,88.54605
4462491,175.25471
4462553,285.76788
4469264,78.70682
4476605,272.976
4480308,197.45404
4483117,110.96303
4483517,66.38251
4492821,174.09099
4493474,108.46874
4502339,163.92488
4503472,191.29828
4504049,60.97946
4504353,71.71894
4508885,270.23972
4509357,93.118416
4512329,62.430706
4513084,173.51222
4516766,72.75616
4517117,72.961685
4517848,101.39028
4520941,66.89523
4530160,184.68715
4532913,89.169395
4536637,50.027687
4537389,265.48657
4538901,181.65704
4539483,167.13504
4546034,72.68291
4547143,81.915634
4549555,65.12964
4550494,143.61064
4555241,167.80743
4557206,141.02483
4557370,140.00583
4564840,197.40376
4567820,75.41282
4571518,87.9511
4575364,135.5296
4582684,215.89105
4582781,215.21057
4582785,179.81236
4585734,181.48041
4603954,147.58173
4605455,132.18407
4605840,76.79437
4611004,172.24529
4612401,78.99348
4614838,265.60422
4616452,181.54399
4628603,183.56694
4629211,147.831
4638668,103.39258
4638967,103.42654
4639179,69.324524
4639451,90.435974
4649627,76.95009
4653508,174.38637
4658293,129.58406
4661662,75.24945
4662584,77.56461
4667707,134.138
4672452,184.68715
4677056,487.10864
4677469,191.84332
4679967,64.88364
4694625,222.72043
4700265,96.59932
4700894,281.93787
4701749,57.383995
4701802,173.14949
4708314,188.32181
4715740,162.88313
4716349,111.058655
4716613,102.30058
4718031,156.42245
4718314,153.25919
4720086,153.73048
4720142,113.400345
4720326,251.2371
4724857,77.90202
4725852,189.69908
4727369,95.53571
4733949,68.53344
4738429,155.40178
4742068,161.60747
4743840,294.0804
4744487,207.2312
4752659,114.44822
4753571,251.02403
4753866,134.87198
4756578,188.79488
4765123,67.53904
4765659,77.03424
4766198,144.05403
4766468,144.15848
4772857,55.426517
4772987,70.859535
4774496,209.96706
4777166,53.78713
4777236,65.95043
4777903,642.80176
4778638,86.42237
4781700,141.15988
4782799,206.12407
4785105,271.45316
4787527,83.34192
4792430,87.9689
4803244,85.85798
4817139,202.73868
4821331,212.92581
4821605,68.56702
4823386,140.98518
4823529,77.69608
4824052,150.52715
4824146,148.78516
4824310,155.86949
4828336,141.65988
4829068,142.85315
4830154,66.80224
4830494,154.29616
4831603,244.66669
4831703,138.269
4831795,268.7523
4833671,126.791725
4839016,110.51189
4842112,214.51186
4846754,132.60097
4853647,162.05289
4854552,134.9005
4855004,132.81042
4859716,110.03717
4865377,167.15688
4865454,70.644424
4866426,98.70585
4866875,157.20222
4867876,67.523415
4870239,171.73369
4873207,167.5012
4873699,237.29053
4881017,142.78209
4885673,151.97276
4901269,173.17282
4906961,176.36754
4908634,163.25897
4916323,256.1827
4918117,75.63655
4925517,102.60785
4926610,85.93532
4929917,180.68265
4930951,132.76503
4932075,133.54523
4936023,216.59172
4936694,54.23726
4941141,167.15688
4950807,96.65955
4956293,148.50157
4956896,196.89948
4966559,77.50075
4967004,206.46771
4973520,86.943344
4983264,97.25503
4984951,74.05026
4988687,225.75027
4991895,60.10216
4994058,112.804504
4995083,196.90485
4996027,230.31972
4998025,302.01984
5006113,450.28018
5010368,198.58334
5013556,147.09933
5028135,159.6527
5028653,236.9116
5037654,115.785355
5038299,180.16536
5040653,115.31899
5050799,142.37172
5051597,140.7239
5067097,216.29259
5068972,199.99597
5084095,198.35643
5104668,253.06409
5105632,90.99538
5105768,144.87161
5106214,236.00955
5113910,165.28319
5116727,196.90485
5131879,181.79822
5132306,73.204506
5136833,85.03918
5137531,152.80328
5146173,451.75598
5148878,184.66792
5149368,160.54951
5168749,195.1689
5175054,253.35191
5178944,136.49216
5191617,81.597916
5191965,61.19003
5193916,85.01158
5195409,280.48642
5200433,102.376434
5205123,138.78413
5211090,199.04547
5211296,138.73537
5236234,196.9692
5258459,131.6996
5261913,126.62327
5271997,146.58783
5279859,258.4919
5285553,156.62184
5286096,207.04146
5287733,49.782578
5288228,55.051804
5292616,214.46239
5295884,178.34464
5297788,61.39572
5298458,141.10759
5300082,242.0635
5315798,91.46895
5316266,150.52707
5327035,79.87645
5346743,63.44997
5352301,74.39847
5359410,67.9564
5364337,72.107735
5373297,158.4086
5381943,102.73345
5382755,52.66742
5383005,135.30676
5395116,254.68176
5395679,53.25249
5396801,114.494125
5402632,159.08516
5404201,183.45818
5409372,128.05687
5411787,119.375465
5418807,65.250435
5423135,278.82672
5432597,270.8561
5433287,215.86821
5433746,137.9257
5439372,187.82347
5458432,169.75284
5490833,72.107735
5491149,249.04166
5494750,27.31859
5497874,110.54883
5500197,157.57185
5507784,299.37323
5509980,115.872856
5538410,76.783226
5538798,127.76557
5543210,83.40004
5546217,138.2721
5549530,118.8647
5557097,66.599266
5557135,115.1431
5557536,175.63687
5557684,75.847275
5562962,163.98837
5567278,287.29898
5567401,154.61125
5571405,94.72376
5579629,82.323364
5581272,42.58448
5593725,61.47392
5593975,83.13607
5621141,279.3921
5625386,141.5268
5628539,208.18852
5638270,124.08537
5647213,145.60237
5651679,145.82884
5652542,112.994774
5659204,124.46654
5661603,211.5136
5691347,187.20195
5692492,60.02409
5693978,217.26906
5694862,101.04811
5697237,191.1782
5706202,134.86224
5717674,48.44853
5725154,170.04318
5726773,74.04979
5727093,73.84124
5736059,61.19003
5738785,156.29303
5760776,291.1086
5771366,50.01428
5779471,196.90485
5783925,74.45702
5784146,223.8507
5794806,77.43379
5797398,95.625725
5806817,62.107765
5816130,82.23506
5816145,85.74455
5823337,168.64232
5824543,59.368427
5833530,71.743866
5838858,181.16435
5840936,154.25787
5847182,73.774055
5850040,61.344013
5857515,202.18289
5857519,89.87544
5857692,84.10159
5861303,191.33012
5869197,208.38326
5874326,73.719795
5878382,74.97526
5881122,105.88867
5881858,261.7395
5883159,188.28111
5885201,82.84029
5889379,56.991405
5899598,108.9132
5905128,144.70715
5916713,101.53015
5917209,144.10721
5919646,200.43028
5954466,154.60521
5958299,128.0681
5990045,200.19603
6000785,119.79075
6004052,172.92143
6004567,257.41058
6006711,112.019775
6018589,72.35959
6020237,188.50711
6026546,183.54765
6027485,66.96354
6029332,72.68022
6042635,144.27414
6048412,195.49379
6048583,218.73529
6052119,148.46783
6056028,267.6253
6064471,208.28726
6071870,107.18598
6072842,94.65104
6074975,153.22835
6076202,173.17282
6078234,251.79674
6079079,204.8271
6084475,91.36257
6087959,206.01799
6091208,73.161415
6094708,231.88957
6100514,201.90926
6103273,190.18631
6104951,183.98099
6106544,163.50912
6108021,208.00214
6115341,172.06596
6121052,248.92926
6121300,108.66275
6128992,225.53201
6131606,64.82844
6134906,51.393074
6141561,77.981445
6146081,136.33217
6149507,195.73755
6157276,57.260143
6161282,169.36807
6167683,202.60016
6169172,244.79596
6179073,77.48578
6180121,57.9422
6184827,126.60273
6185880,236.84656
6196354,44.195187
6198636,218.84903
6200613,145.1701
6209147,153.97173
6221877,54.312904
6223929,221.46698
6224336,202.3749
6226794,110.19254
6227027,266.02264
6234329,141.13199
6237443,79.179695
6244461,172.7672
6245408,157.50488
6247104,31.996979
6249100,96.489914
6253399,77.18729
6262562,67.77772
6268515,236.68639
6269646,56.971504
6274181,173.58073
6284582,165.48325
6285844,148.5078
6286307,66.12722
6291371,52.766373
6292334,198.35643
6297266,133.56859
6302159,72.107735
6303845,56.20896
6305027,226.1128
6311716,173.26724
6314148,261.0931
6315659,60.777943
6323445,216.55821
6324190,72.107735
6326959,126.64227
6327529,236.00955
6328046,199.40231
6328394,166.53436
6329973,183.6158
6330321,111.09651
6333994,272.24673
6334492,62.88937
6345728,279.37927
6346662,211.31494
6347713,266.47424
6347729,96.64605
6362061,227.07185
6362227,57.95005
6362662,98.45043
6371373,129.49216
6376606,112.804504
6377161,303.67914
6377624,158.05934
6377669,59.52127
6391062,66.96354
6395425,96.92843
6397592,127.19832
6398715,80.889565
6407534,189.0517
6410924,75.346886
